wavelength(nm), voltage(V)
1628.264, 112.268
1460.655, 112.377
1975.137,  82.197
1585.805, 134.258
1966.755,  97.676
1780.494,  68.945
1387.026, 153.611
1285.984, 124.928
1631.536, 144.446
1727.090,  90.669
2085.224, 137.374
1564.376,  78.947
1468.733, 114.660
1443.941,  78.759
1630.000,  88.743
1703.662,  93.758
1215.026, 105.025
2492.789,  80.142
1727.964,  64.170
1375.919, 115.271
1277.709,  98.254
1415.510, 121.795
1898.623, 115.627
1671.989,  64.112
1935.851, 110.363
1710.405, 136.004
1653.308,  79.440
1509.677, 111.804
1427.410, 113.952
2154.264, 104.999
3205.697, 160.710
1378.854,  89.526
1920.714,  85.191
1312.671, 123.747
1683.872, 126.629
1987.585,  90.876
1731.799, 110.795
1443.915, 118.085
1595.325, 107.834
1993.021,  98.879
1810.913,  82.685
2108.796, 132.539
1734.464, 131.859
1748.114, 109.833
1259.917, 140.182
1236.473,  88.716
1257.612, 120.850
1558.533,  80.577
1519.521,  99.850
1310.403, 114.171
1625.799,  79.923
1237.805, 160.356
1310.911,  66.230
1847.694,  97.321
1297.731, 100.044
2117.555,  73.093
1547.398, 100.603
1273.095, 126.741
1724.271, 113.405
1205.161,  70.319
1604.303,  85.197
1832.438, 103.627
1767.785, 100.021
1287.892, 140.385
1241.594,  79.586
1574.493, 128.040
2161.084,  71.105
1644.047, 111.908
1245.096, 125.451
1364.639, 103.699
1435.992,  93.735
1339.148,  94.623
1300.409,  90.267
1233.164,  83.415
1371.846, 107.565
1951.655,  93.627
1274.369,  94.621
1755.320, 120.458
1553.802,  79.390
1364.441, 138.531
1269.483,  80.177
1289.583, 122.142
1256.669, 134.339
1426.630, 109.860
1295.055,  88.091
2224.679,  95.361
1683.526, 147.314
1475.658,  99.601
1977.558, 124.664
1507.600,  96.149
1574.885,  80.183
2197.817, 127.250
1327.582, 107.308
1431.844,  75.621
1529.885,  73.938
1559.458, 123.296
2157.360,  92.733
1512.047, 131.783
1321.920,  96.659
1631.269, 106.846
1863.707,  79.401
1242.225,  82.166
2029.864, 113.753
1222.604, 104.299
1674.577, 109.570
1952.029,  79.169
1962.669,  63.090
1860.100, 118.825
1362.471, 116.479
1350.661, 129.499
1360.615,  87.635
1865.254,  91.068
1342.601,  75.320
1275.421,  82.238
1477.939,  57.644
1489.940,  72.165
1425.515, 118.552
1561.139, 123.458
1873.496,  88.211
1217.270,  87.931
2070.815,  90.045
1250.985, 123.982
1333.458,  86.737
1404.852, 123.556
1278.064, 113.361
1627.953, 120.095
1251.031, 129.014
2117.120, 123.556
1307.770, 111.833
1446.438,  86.092
1937.600, 128.701
1260.555, 145.953
2193.757, 118.348
2151.728,  90.333
1823.364, 125.454
1301.248, 120.262
2170.931, 106.824
1214.852, 100.346
1217.832, 125.618
2220.019, 153.967
1428.747,  72.796
1326.992,  90.063
1628.022,  67.082
1560.857,  74.850
2100.335, 115.888
1956.717, 135.669
3477.215, 101.973
1330.414, 124.137
1721.988, 114.487
1818.417,  91.323
1309.316, 119.906
1782.031, 101.088
1277.983, 118.301
1322.928,  99.117
1863.086,  79.389
1555.756, 128.566
1425.576, 102.816
1571.973, 135.805
1242.714, 132.652
1917.374, 106.898
2128.777,  73.737
1867.394, 129.756
2062.006,  83.384
1377.893,  81.791
1996.195,  72.825
1219.963, 117.387
1370.489,  86.485
1367.202, 101.294
1259.012, 105.108
1494.615,  63.073
1278.729, 140.112
1708.277,  77.319
1481.787,  60.384
1665.231, 112.239
2101.415, 112.888
2845.398,  97.374
1493.929, 131.091
1544.304,  79.721
1853.873, 126.259
1805.179, 166.280
1359.644, 136.697
1392.077,  84.764
1332.430, 100.163
1217.786, 103.481
1492.195,  60.527
1366.032,  79.211
1514.394, 111.011
1409.522,  74.585
2192.315, 107.634
2046.374, 111.720
1741.341, 104.708
1803.837, 127.351
1281.748,  85.238
2161.294, 111.591
1249.857,  95.457
1731.770,  93.595
1866.216, 119.890
1238.304,  80.678
1257.835,  77.812
1681.741,  90.776
1679.124, 137.392
1206.618, 129.002
1236.459, 107.800
1485.962,  84.340
1522.297, 129.873
1706.177, 126.816
1872.933,  92.465
1207.615, 116.343
1885.925, 126.308
3121.273, 138.872
2040.699, 101.737
1201.459, 107.111
1695.500,  82.508
1989.264,  83.655
1346.176,  90.241
1359.604,  76.288
2145.872,  87.758
2042.819,  92.175
1835.587,  79.562
1959.159, 102.634
1224.339,  83.198
1454.242, 115.620
1320.902,  95.248
1974.463, 146.578
1550.206,  77.065
1496.245, 120.128
1914.593,  95.526
1706.109,  63.668
1726.608, 123.684
1492.773,  76.597
1321.095,  88.623
1479.535, 124.677
1384.054,  81.439
1854.536, 112.769
1339.959, 106.182
2187.163, 121.287
1866.686,  78.883
1460.606,  99.779
1324.768, 107.440
1205.953, 115.031
2127.909,  93.594
1278.589, 114.550
1577.051,  95.921
1429.390, 148.608
1861.741,  66.780
2046.878,  63.725
1771.275, 110.868
2027.223,  79.056
1232.261,  92.116
1791.761,  92.381
2126.848,  91.830
1292.149,  86.254
1551.124,  96.730
1205.110,  83.134
2839.545, 123.090
1560.800, 128.728
1563.119,  62.476
1343.840, 132.634
2111.590,  98.668
2188.600, 119.416
1697.127, 110.832
1275.522,  94.456
1228.143, 108.327
1308.434, 141.949
1691.573,  74.300
1739.353,  78.465
1573.722,  83.422
1350.466, 109.499
1371.900, 121.721
1260.471, 103.548
1557.259, 120.917
1320.128, 117.736
1483.677, 115.875
1210.329, 114.703
1223.654, 123.958
1454.320,  83.896
1537.780, 108.700
1498.631, 109.359
2083.043, 102.985
1359.232, 104.066
1245.548,  97.285
1260.792, 117.063
1270.691, 106.924
1276.509, 105.429
1430.861,  94.546
1205.030,  87.942
1731.585, 101.720
1853.638,  96.339
1269.700, 114.477
2048.895, 110.027
1321.950,  97.008
1936.088, 121.275
2146.114,  83.009
1304.883, 108.413
1224.713, 103.738
1592.059,  81.597
1623.429,  57.819
2490.238, 125.784
1875.485,  67.652
1237.663,  82.213
1804.153, 101.433
1368.352, 130.826
2468.710, 116.676
1451.249,  72.073
1207.089, 121.297
1434.452, 120.497
1654.054,  91.623
1465.579, 109.830
1907.289, 127.812
1721.415,  68.808
1593.795,  94.912
2116.475,  64.428
1515.138, 117.799
1331.889, 100.890
1402.278,  84.258
1921.402,  75.526
1554.008,  81.679
1367.421, 104.357
1932.855,  97.834
1893.510, 134.540
1863.991,  82.301
1481.058,  66.844
1749.890, 131.408
1749.703, 117.244
1231.451,  82.095
1397.784, 117.667
1780.027,  90.329
1259.833,  97.361
1425.268, 151.068
1299.130, 114.617
1292.877,  87.415
1718.734, 124.656
2074.756, 111.966
1657.566,  85.745
1269.890,  94.438
1914.623,  92.815
1978.927, 116.821
1932.045,  84.706
1713.439,  86.627
1943.932, 115.230
2070.910,  87.815
1488.637,  94.066
1611.871, 119.609
1754.891, 153.308
2144.324, 144.026
1612.506, 107.782
1317.585,  76.364
1287.205, 126.787
1868.307,  75.123
1450.449,  91.756
1354.008,  62.354
1815.831, 106.204
1348.643, 131.859
2130.734,  93.523
1719.660, 108.529
1864.476, 137.107
1813.494, 131.898
1677.596, 105.929
1573.422, 108.706
1637.877,  82.645
1380.208, 131.704
1602.191,  82.409
1411.502,  87.789
1351.632,  76.758
1350.826,  66.614
1267.451, 127.804
2089.816, 115.045
2199.394, 128.251
1728.993,  88.355
1413.362,  94.206
1515.996, 131.957
1537.716,  86.606
1403.530, 117.620
1492.405,  69.073
1509.670,  72.629
1461.345, 124.546
1492.402, 113.312
2091.026,  83.021
1523.902,  95.693
2194.252, 144.244
1373.907,  86.552
1586.675, 130.451
1379.950, 159.832
1274.347, 131.942
1529.905,  81.401
1740.078,  97.169
2113.015, 143.431
2992.813, 113.731
1392.568, 133.567
1366.553, 107.463
1302.568,  98.936
2183.946,  89.226
1770.345,  86.152
1451.051,  76.911
2074.834,  54.012
1805.958,  88.700
1273.749,  74.444
1847.410,  95.709
1276.903,  91.959
1483.149,  96.778
1730.571, 132.066
1493.810,  69.201
1310.047,  83.689
1431.641, 130.058
1953.514,  92.290
2121.259,  96.682
1559.591,  92.560
1382.439,  80.491
2055.103,  69.925
1670.906, 117.698
2195.745, 121.805
1936.184, 133.309
1524.135, 112.432
1484.104,  74.474
1809.000, 133.475
1626.431, 149.518
1219.621,  72.431
1874.850, 125.508
1466.872,  64.552
1893.741, 111.345
2165.818, 101.906
1270.188,  79.487
1646.690, 144.491
1342.588,  92.402
2195.774, 105.538
1465.465,  95.595
1461.918,  91.046
1319.109,  71.868
1827.725,  78.515
1239.000, 123.541
1201.012,  77.388
1785.680,  79.896
1358.931,  87.060
1278.433, 102.362
2162.304, 111.504
2184.015,  81.286
1763.237, 100.591
1906.461, 118.323
1864.180, 101.891
1367.800,  65.284
1270.081, 105.825
1945.225,  89.074
1629.658,  71.622
1458.776,  76.834
1280.952,  96.598
1252.468, 110.703
1436.404, 115.363
1254.713, 128.015
1318.858, 164.533
1518.452, 101.029
1978.485, 129.606
1405.586,  92.932
1500.356,  94.347
1567.766,  97.444
1671.283, 130.317
1658.654, 120.533
2076.388, 100.484
1413.910,  69.354
1519.891,  85.685
1798.344, 150.403
1237.158,  81.390
2136.245,  72.448
1965.470,  67.821
1381.350,  94.463
1765.728, 105.145
1276.931, 119.350
2013.035,  89.074
1275.640, 104.086
1956.373,  93.206
1437.430, 105.938
2127.663, 124.848
1336.842, 129.919
1825.660,  64.860
2194.464, 147.031
1291.302, 112.373
1601.363, 134.364
1244.535,  74.733
2364.350, 120.257
1555.682,  88.932
1285.212,  94.901
2176.816,  76.668
1394.004, 107.581
1375.167,  82.169
1921.750, 129.738
1966.055, 111.384
1412.305,  82.627
1326.899, 106.577
2659.833, 115.935
1480.731, 100.529
1275.542,  99.389
1372.413, 105.367
2095.195, 107.548
1697.150,  91.621
1236.478,  59.180
1362.561,  87.701
2142.151, 140.340
1467.630,  69.449
1565.579, 136.815
1301.270, 136.874
2017.111, 111.267
1235.198, 101.054
1279.086, 135.708
1862.686,  86.190
2327.998, 142.555
1439.370, 114.013
1427.724, 114.473
1245.172, 126.496
1636.998, 115.590
1600.042, 114.392
1266.325, 119.014
1205.129,  96.606
1204.195, 100.203
1220.468, 107.631
1256.714,  81.276
1501.292,  94.646
1305.067,  70.219
1731.263, 116.248
2116.217, 143.318
1335.867,  53.959
1416.219, 104.192
1861.832,  66.448
1222.056,  86.148
2082.820,  98.883
1547.849,  89.097
2705.726, 111.888
1426.279, 149.241
1691.171, 115.532
1410.025,  96.481
1227.333, 113.596
1316.573,  87.691
1276.644, 111.046
1958.498, 120.576
1784.321,  93.074
1336.315, 127.779
1500.087,  91.367
2015.602,  87.387
1856.575,  87.208
1326.312,  73.365
1857.524,  86.593
1596.760, 136.177
2121.013, 100.674
1215.802, 119.260
1274.005, 116.684
1799.618, 129.686
1520.260, 136.860
1246.409, 126.765
2001.809,  86.518
1609.669,  97.189
1444.018, 128.397
1506.627,  94.687
1860.811,  59.075
2035.229, 109.557
1397.665, 118.106
2003.995, 107.935
2072.793, 105.417
1695.759,  73.783
2089.149,  94.511
2684.321,  85.101
1517.940, 127.128
1800.382, 124.445
1741.065,  79.962
1201.342, 105.659
1529.715,  85.034
1939.958,  70.359
2122.585, 113.681
1483.392,  96.207
1952.249, 140.939
1581.558, 119.804
1276.931, 104.376
1229.402, 110.950
2683.584,  83.598
1243.738,  59.114
1567.419,  82.365
1208.795,  95.612
2012.269,  75.332
1403.808, 119.194
1524.285, 120.528
1353.235, 113.657
2081.940,  96.256
1387.028, 101.216
2211.006,  83.509
1244.255, 127.005
1582.644,  70.410
1768.462, 117.519
2131.363, 102.759
1840.490, 128.015
1844.252, 130.374
1486.281,  81.538
1531.105,  48.594
1460.887,  98.655
1276.850,  85.288
1908.372, 118.457
1888.379,  94.264
1865.440,  96.448
1648.635, 114.620
1929.068, 121.451
2740.017, 135.508
2032.375,  86.158
1439.695, 174.275
2093.485,  77.539
1671.827,  88.711
1788.129,  93.047
1682.164,  93.207
1250.419, 113.567
1945.327,  76.227
1604.869, 110.799
1402.662, 100.076
1271.637,  87.759
1868.465, 127.863
1784.370, 106.004
1774.612,  88.953
1288.098, 132.977
1641.924, 107.568
1866.738,  96.409
1776.913, 100.769
2357.708, 121.553
1353.694, 106.647
1867.286, 115.816
1737.131,  97.029
1857.827,  81.064
1338.571,  83.346
1890.180,  83.557
1294.131,  92.058
1388.638, 106.145
1994.345,  97.579
1861.748,  81.936
1254.331, 109.014
1368.464, 141.613
1868.729, 126.253
1903.141, 115.536
1524.235,  95.819
2201.208, 119.135
1781.102,  88.122
1572.625, 118.555
2019.026,  98.147
1342.074,  92.847
1389.400, 107.177
2800.292, 153.106
2399.026,  92.712
1423.244,  69.908
1334.998,  74.842
1428.870,  66.229
1563.256,  86.210
1254.585, 111.397
1427.865,  66.677
1491.176, 109.571
1300.209, 117.635
2154.390,  76.329
1555.635, 106.084
1770.520, 116.060
1253.119, 103.347
1864.472, 101.710
1446.013,  80.294
1281.873,  77.545
1463.558, 117.382
1924.162,  88.731
1399.772,  78.308
1564.037,  66.821
1924.315,  68.481
1888.055,  75.622
2139.602,  90.795
1837.819, 132.751
1629.229,  72.842
1866.148,  58.561
1932.831,  83.724
1752.723,  93.713
2065.350,  90.369
1774.806,  88.775
1288.796, 127.552
1205.007, 128.740
1870.534, 149.487
1367.665,  62.031
1963.350, 143.242
1866.959, 115.900
1618.499,  88.575
2616.546,  76.963
1475.841,  84.631
1558.314, 105.658
1708.387, 121.181
1288.936,  66.448
1274.859,  84.394
1225.762,  98.883
1380.213,  92.905
1802.756,  66.802
1766.552, 139.464
1272.317, 113.275
1610.419, 131.653
1345.379,  80.033
1380.010,  90.855
1317.524,  77.871
2560.195, 149.342
1469.392,  77.658
1637.112,  68.495
1274.783, 130.426
1771.091,  89.914
1328.453, 122.458
1997.059, 115.713
2599.118, 143.656
1807.484,  98.638
2064.264,  85.859
1473.177,  77.067
1279.230, 147.402
1656.559,  97.711
1510.797, 130.651
1296.982, 103.598
1689.211,  93.581
1359.356,  94.547
1946.331,  99.640
1223.193,  98.524
1365.922, 131.978
1782.118,  80.862
1387.114,  85.055
1331.886, 142.780
1463.946, 125.541
1821.870,  83.337
1682.997, 108.165
1464.950,  76.656
2017.486, 112.115
2168.652,  99.465
1627.414, 109.381
1858.708,  80.036
1484.690, 159.637
2095.357,  88.045
1602.244,  92.911
1523.678, 144.041
1980.286, 125.968
1205.796,  95.344
1941.351, 124.391
1229.585, 124.840
1268.178,  94.568
1451.897, 114.619
1581.558, 121.096
1241.348,  83.671
1363.220, 122.193
1807.973,  90.770
1414.210,  83.639
1302.355, 129.134
1890.663,  84.611
2140.601,  83.105
1583.358,  95.815
1427.722, 113.814
1712.646,  96.998
2012.091,  98.898
1335.611, 135.036
1969.008,  99.243
1971.729,  63.163
1220.237, 118.926
2372.989,  71.218
1561.806,  79.808
1602.429,  90.761
2245.757,  84.616
1639.888,  88.336
1449.804,  77.817
1721.676,  82.695
1869.133, 140.603
1604.188,  67.936
1280.685, 130.841
1771.823, 141.853
1971.931, 111.953
1269.138, 124.418
4678.280, 132.799
1376.585, 124.578
1886.650,  87.874
1256.945,  79.953
1456.867,  75.541
1824.337, 101.154
2475.377, 123.398
2114.980,  62.895
2056.345, 114.215
3270.889, 135.305
1278.242, 130.923
1916.623, 104.526
1663.682, 116.793
1463.008, 172.946
1550.928, 131.902
1746.580,  86.078
1806.923, 114.847
1401.849,  83.672
1404.209, 133.765
1875.996, 114.790
1997.166, 108.550
1206.902, 126.154
2048.548, 120.122
1499.890,  72.001
1221.764,  64.423
1274.308,  77.244
1476.257, 108.819
1755.846, 120.675
1925.523,  83.104
1236.497, 126.440
1573.543, 133.688
2100.671,  73.374
2239.395,  83.611
2000.084,  73.842
1908.158, 106.892
1275.493, 115.316
1591.869, 113.197
2186.205, 142.461
1350.708,  75.029
1431.368, 108.302
1769.529, 128.475
1259.997,  86.090
1718.996, 115.647
1686.997,  81.223
1471.730,  68.966
1208.369, 134.297
1203.825,  90.485
1344.651,  79.392
1859.214, 133.270
1363.288,  68.521
1620.644,  88.844
1393.123, 127.791
1746.210,  95.142
1247.012, 118.731
1640.639, 125.125
1825.950,  94.314
1691.914,  73.712
1899.371, 130.102
1429.674, 105.328
1373.767, 101.743
1963.061, 139.732
1315.916,  89.967
1318.766,  75.361
1744.070, 160.515
1769.959,  82.032
1641.645,  91.282
1370.124, 114.359
1741.331,  91.374
1528.336,  82.287
1851.530,  62.200
1583.258, 142.596
1310.956,  99.085
1482.526, 104.825
1342.843, 106.973
1261.451,  97.741
1272.840,  79.265
1646.243, 107.142
1951.201,  97.448
1384.769,  81.225
2073.794, 109.442
1833.719,  92.067
1234.606, 123.420
1572.296, 117.605
1789.799, 113.106
1573.544,  82.118
2015.865, 126.118
2866.314,  81.011
1834.433,  84.112
1864.758,  87.029
1801.521,  95.670
1238.657,  87.124
1294.012,  87.342
1639.843, 114.453
2806.979,  82.069
1709.220,  92.196
1520.139, 111.486
1652.035, 120.486
1367.492,  90.322
1273.822, 111.211
1355.384, 104.869
1403.917, 120.758
2004.143, 113.848
1777.715,  97.853
1233.906, 112.070
1656.815, 117.555
1827.396,  58.165
1490.088, 106.492
1777.781,  95.445
1422.542,  73.307
1846.924, 139.246
1866.109, 109.574
1458.869, 109.578
2051.705, 107.993
1918.199, 135.079
1572.598, 135.268
1353.346,  86.541
1742.289, 121.115
2047.166, 148.332
1835.905,  99.506
1392.190, 101.903
1633.962,  92.964
1535.258, 104.527
1484.191, 124.161
1517.472,  96.060
1584.384, 141.456
2068.655, 135.593
1331.742, 105.764
1778.315, 123.636
1281.347, 137.859
2108.165, 124.817
1246.446, 113.453
1240.594, 114.555
1850.572, 112.915
1236.794,  81.248
1456.321, 100.778
4493.439, 135.037
1867.483, 125.561
1571.951,  91.929
1881.982, 125.176
1614.642, 123.743
1414.396,  89.274
1776.473, 124.174
1593.385,  67.536
1382.209,  61.319
1237.100,  95.805
1275.146, 132.996
1293.345, 108.847
1307.965, 123.298
1285.057,  55.551
1213.307,  96.451
1786.631, 101.408
1515.147, 122.200
1497.371, 104.607
1524.154,  80.104
2189.358, 126.184
1601.095, 143.367
1484.947, 111.380
1288.753,  86.358
1277.985, 109.904
1377.127, 100.039
1400.935, 113.775
1340.800,  63.584
1683.191,  73.058
1269.286,  90.590
1371.865,  79.750
2104.664,  81.770
1332.445,  77.412
1234.486,  96.409
1872.770,  86.284
1237.107,  76.128
1579.996, 112.994
1488.980, 120.270
1651.197, 105.538
1322.417,  84.216
1614.400,  67.074
1300.664,  91.149
1933.630, 118.587
1588.076,  97.315
1283.011, 166.843
1714.939, 143.263
1925.490, 100.658
2012.617,  98.260
1478.144, 114.497
1863.676,  85.571
1719.374, 101.023
2513.268, 115.041
1764.454,  70.192
1365.376,  72.552
1905.667,  85.221
1214.059,  91.120
1649.118,  97.962
1243.227, 102.391
1404.632, 102.652
1455.384,  96.654
1388.164,  95.477
3090.077,  70.617
1366.464, 109.783
1632.569,  97.173
1525.335, 103.247
1675.112, 111.159
1210.323, 115.337
1667.692,  86.973
1868.852,  80.321
1955.508, 119.606
2179.429,  97.312
1352.811,  98.314
1220.044, 110.991
1321.813, 102.497
1796.207, 136.659
1277.072, 107.925
1576.734,  93.166
1253.795, 106.983
1574.368, 150.643
1607.961, 111.950
1345.249,  74.821
1999.540,  79.603
1231.748,  84.210
1217.944,  95.443
2133.077,  64.901
1523.719,  89.302
1590.328, 120.546
1608.244, 134.903
1503.880,  89.233
1943.075, 125.811
1676.355, 115.240
1239.477, 125.592
1631.224,  85.063
1976.164, 144.555
1249.921,  90.209
1697.196,  73.180
1255.982,  67.177
1445.948,  97.043
1212.075, 128.407
1871.199, 118.945
1249.512,  86.430
1675.570,  94.816
1339.794,  99.593
1403.480,  83.521
2280.118, 112.175
1399.556,  96.324
1524.912, 115.113
1789.396,  88.238
1522.958, 159.289
1976.873, 139.576
1460.962, 138.211
1672.151, 100.389
2176.047, 129.339
1355.154,  57.796
1887.693,  79.699
1638.488,  77.346
1371.722, 107.197
1337.000,  76.481
2200.244, 103.620
1839.598,  77.126
1230.140, 147.828
1533.825, 142.851
1319.990, 118.650
2056.775,  72.246
1358.015,  98.967
1391.066, 105.937
1570.427,  88.888
1434.571, 106.020
1312.005,  86.154
1818.872, 129.982
1456.853,  72.343
1252.401,  90.314
1866.166, 102.779
1345.052,  93.095
1564.003,  83.951
2163.085,  81.321
1503.544, 111.437
1364.408,  67.098
1252.259, 143.688
1209.749,  93.985
2046.783,  75.178
1471.683, 122.484
1771.153, 104.650
1266.102,  86.936
1243.099,  96.288
1216.026,  78.329
1376.769,  87.615
2165.577,  67.749
1844.690, 101.561
1272.549,  85.133
1926.814,  85.126
1276.131,  91.796
1273.519,  97.199
1347.751, 114.478
1865.835,  97.888
1451.384, 141.320
1385.283, 121.604
1556.680, 119.999
1407.894,  86.783
1472.952, 122.093
2127.323, 128.616
1929.232, 117.607
1574.571,  94.342
2066.490,  81.959
1681.727,  76.673
2005.024,  57.245
1946.668,  97.530
1498.412,  83.499
1585.338,  90.712
1202.701, 123.110
1847.826, 117.235
1940.709,  88.497
1664.208, 121.323
1950.157, 128.305
1442.147, 113.229
1286.889, 137.222
2142.140, 133.429
1277.076, 106.740
1246.401, 124.344
1595.208, 138.614
2070.609,  95.764
1991.773, 138.132
1244.932,  77.063
2017.361,  60.047
1864.349, 102.846
1380.199,  99.721
2356.156,  91.085
1720.250, 141.829
2031.107,  94.885
1450.264, 123.302
1798.229, 114.278
2015.967,  61.535
1286.670,  75.588
1776.850,  91.019
2152.951, 111.570
1273.268, 136.947
1929.606,  93.930
1328.278, 116.237
1570.277, 110.060
2104.149,  96.397
1269.994, 130.982
1849.799, 106.677
2062.295, 127.129
1863.052,  61.857
1433.004, 123.697
1552.239,  74.467
1321.874, 103.771
1257.588,  85.307
